correction,record_id,title,known_gold,state_changed,before_score,after_score,score_delta,before_rank,after_rank,rank_improvement,before_state,after_state
mechanism,BC001-02DF3FE27B1A,"Charging authentication and charging method and device, vehicle, charging facility and storage medium",False,True,0.0,0.0,0.0,2895,1028,1867,"{""rank"": 2895, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1028, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-034451282F2C,Confidential paper transfer monitoring and auditing method,False,True,0.0,0.0,0.0,2897,1033,1864,"{""rank"": 2897, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 1033, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-036C7FDE6213,System for exterminating hacker from the public after raising authentication on the internet to perspective which can be called perfection,False,True,0.0,0.0,0.0,2898,1036,1862,"{""rank"": 2898, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1036, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-054120BC6CA6,Pesticide adding process monitoring system,False,True,0.0,0.0,0.0,2901,1060,1841,"{""rank"": 2901, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1060, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-0542F6155555,Unattended electric vehicle charging system and using method thereof,False,True,0.0,0.0,0.0,2902,1061,1841,"{""rank"": 2902, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1061, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-0A55E6ECD222,System and method for permitting and executing a safe semi-autonomous engagement of a safety-critical device,False,True,0.0,0.0,0.0,2909,1094,1815,"{""rank"": 2909, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1094, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-17F6A6A202A9,Security cabinet unlocking system based on vein recognition,False,True,0.0,0.0,0.0,2925,1193,1732,"{""rank"": 2925, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1193, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-1B4D37A6B13E,Interactive system for telephone and video communications including remote monitoring capabilities,False,True,0.0,0.0,0.0,2930,1222,1708,"{""rank"": 2930, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1222, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-1D35E89DCFB3,"Audio output control device, audio output control method, vehicle, and locking/unlocking system",False,True,0.0,0.0,0.0,2934,1238,1696,"{""rank"": 2934, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1238, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-1D975CA43B81,Office space real time alarm system,False,True,0.0,0.0,0.0,2935,1240,1695,"{""rank"": 2935, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1240, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-1ECA99EBB7E1,"Physiological data acquisition method and device, and severe case early screening and early warning method and system",False,True,0.0,0.0,0.0,2938,1252,1686,"{""rank"": 2938, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1252, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-216107145035,Monitoring system and monitoring method for gun reception,False,True,0.0,6.0,6.0,2939,678,2261,"{""rank"": 2939, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""storage_only""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 678, ""score"": 6.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""E"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""storage_only""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-2257CDD1E0FA,System and method for information security threat disruption via a border gateway,False,True,0.0,0.0,0.0,2942,1292,1650,"{""rank"": 2942, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1292, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-2453147529F1,Explosion test piece and explosion-proof fire extinguishing device performance test system,False,True,0.0,0.0,0.0,2945,1308,1637,"{""rank"": 2945, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1308, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-27C5022D0A1F,"Automatic authentication control method, device and system for direct-current charging pile",False,True,0.0,0.0,0.0,2949,1334,1615,"{""rank"": 2949, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1334, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-2BE894C63E23,Control method and device for slow-charging gun lock of electric automobile,False,True,0.0,0.0,0.0,2955,1359,1596,"{""rank"": 2955, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 1359, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-2E3C59DC5AE2,"Electric vehicle charging control method, device and system",False,True,0.0,0.0,0.0,2957,1374,1583,"{""rank"": 2957, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1374, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-2F5543B0FF22,Charging authentication method and device for electric vehicle,False,True,0.0,2.0,2.0,2959,732,2227,"{""rank"": 2959, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 732, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-303A875FA9B2,An intelligent peripheral device and system for the authentication and verification of individuals and/ or documents through a secure multifunctional authentication service with data storage capability,False,True,0.0,0.0,0.0,2960,1394,1566,"{""rank"": 2960, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1394, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-3055C8E157A2,Message authentication key generation method and device and message authentication system,False,True,0.0,2.0,2.0,2961,735,2226,"{""rank"": 2961, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}","{""rank"": 735, ""score"": 2.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""incidental_firearm""], ""domain"": ""incidental_or_ambiguous""}"
mechanism,BC001-31B3047DF138,Bank note processing system has devices for determining position of operating unit and configuring operating unit for defined processing machine depending on position of operating unit,False,True,0.0,0.0,0.0,2964,1401,1563,"{""rank"": 2964, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1401, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-363BE56F7A88,Intelligent management device of aircraft deicing vehicle,False,True,0.0,0.0,0.0,2969,1431,1538,"{""rank"": 2969, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1431, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-367AD52DF60D,Personal safety interlocking system for Tokamak device,False,True,0.0,0.0,0.0,2970,1434,1536,"{""rank"": 2970, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1434, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-395ACA5C05A1,Energy efficient authentication system and method in the iot network,False,True,0.0,0.0,0.0,2974,1455,1519,"{""rank"": 2974, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1455, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-3A65E3132322,Physical layer authentication for extremely large antenna arrays,False,True,0.0,0.0,0.0,2976,1463,1513,"{""rank"": 2976, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1463, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-4303E0D29A10,Mechanical locking device,False,True,0.0,0.0,0.0,2984,1526,1458,"{""rank"": 2984, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1526, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-44B4622C7A95,"Bluetooth pairing system, method, and apparatus",False,True,0.0,0.0,0.0,2985,1540,1445,"{""rank"": 2985, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1540, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-458FC335204F,Electric automobile high-reliability return control system,False,True,0.0,0.0,0.0,2986,1546,1440,"{""rank"": 2986, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism"", ""non_firearm_gun""], ""domain"": ""wrong_domain""}","{""rank"": 1546, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""non_firearm_gun""], ""domain"": ""wrong_domain""}"
mechanism,BC001-496B2ADBD9C1,Method and device for accessing to computer resources,False,True,0.0,0.0,0.0,2989,1576,1413,"{""rank"": 2989, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1576, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
mechanism,BC001-4AA1D5889E02,Control method and device for electronic lock of charging pile and electronic equipment,False,True,0.0,0.0,0.0,2993,1590,1403,"{""rank"": 2993, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [""generic_without_mechanism""], ""domain"": ""wrong_domain""}","{""rank"": 1590, ""score"": 0.0, ""features"": {""F2"": ""A"", ""F3"": ""A"", ""F4"": ""A"", ""F5"": ""A"", ""F6"": ""A"", ""F7"": ""A"", ""F8"": ""A""}, ""relationships"": {""F2_to_F3"": ""A"", ""F4_to_F3"": ""A"", ""F5_to_F6"": ""A""}, ""flags"": [], ""domain"": ""wrong_domain""}"
